SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_PHONE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT
103039,Cash loans,F,N,Y,No child,225000.0,225000.0,22383.0,225000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.026392,0,0,0,2.0,2
103040,Cash loans,F,N,N,No child,90000.0,508495.5,20164.5,454500.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Not Married,Owner,0.018029,0,0,1,1.0,3
103041,Cash loans,F,N,Y,No child,135000.0,1185120.0,39298.5,900000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.009175,1,0,0,2.0,2
103042,Cash loans,F,Y,N,One child,126000.0,457119.0,24925.5,342000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.020246,1,0,0,3.0,3
103043,Cash loans,F,N,Y,No child,144000.0,408330.0,18117.0,292500.0,Family,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.035792,1,0,0,2.0,2
103044,Cash loans,M,N,Y,No child,135000.0,284400.0,19003.5,225000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.00963,0,0,0,2.0,2
103045,Cash loans,M,N,N,No child,202500.0,715095.0,49770.0,675000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Separated,Owner,0.011703,1,1,0,1.0,2
103047,Cash loans,F,N,Y,No child,157500.0,314100.0,13437.0,225000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Widow,Owner,0.0096569999999999,0,0,1,1.0,2
103048,Revolving loans,M,Y,Y,No child,112500.0,450000.0,22500.0,450000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Not Married,Owner,0.00963,0,0,0,1.0,2
103049,Cash loans,M,N,Y,One child,180000.0,385164.0,19795.5,292500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.02461,1,0,1,3.0,2
103050,Revolving loans,M,Y,Y,One child,202500.0,360000.0,18000.0,337500.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.028663,1,1,0,3.0,2
103051,Cash loans,F,N,Y,No child,112500.0,276277.5,14256.0,238500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.022625,1,1,0,2.0,2
103052,Cash loans,F,N,Y,No child,135000.0,1075500.0,45697.5,1075500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.0145199999999999,1,0,0,2.0,2
103053,Cash loans,M,Y,Y,No child,225000.0,1237500.0,38988.0,1237500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.030755,1,0,0,2.0,2
103054,Cash loans,M,Y,Y,No child,315000.0,497520.0,53712.0,450000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.0105,1,0,0,2.0,3
103055,Cash loans,F,Y,Y,One child,90000.0,469147.5,23953.5,351000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.035792,1,0,1,3.0,2
103057,Cash loans,M,N,Y,No child,216000.0,755190.0,36459.0,675000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.0228,0,0,1,2.0,2
103058,Cash loans,F,N,Y,Two children,135000.0,265500.0,12910.5,265500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.030755,1,0,0,4.0,2
103059,Revolving loans,F,N,Y,One child,135000.0,180000.0,9000.0,180000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.010032,1,0,0,3.0,2
103060,Cash loans,F,N,Y,No child,81000.0,269550.0,16285.5,225000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.0196889999999999,1,1,0,2.0,2
103061,Cash loans,M,N,N,No child,135000.0,829584.0,29925.0,630000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.035792,1,0,0,2.0,2
103063,Cash loans,F,N,Y,No child,157500.0,1574532.0,60102.0,1350000.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.005144,1,0,1,2.0,2
103064,Cash loans,M,N,Y,No child,225000.0,379008.0,40945.5,360000.0,Unaccompanied,Commercial associate,Higher education,Not Married,Owner,0.072508,1,0,1,1.0,1
103065,Cash loans,F,N,Y,One child,112500.0,593010.0,16434.0,495000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,No or low rent,0.01885,1,0,0,3.0,2
103066,Cash loans,F,N,Y,One child,315000.0,1800000.0,62698.5,1800000.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.028663,1,0,0,3.0,2
103067,Cash loans,F,N,N,No child,180000.0,1350000.0,37255.5,1350000.0,Unaccompanied,Public worker,Lower Secondary & Secondary,Married,Owner,0.022625,1,0,0,2.0,2
103068,Cash loans,F,Y,Y,No child,54000.0,225000.0,10953.0,225000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.020713,0,0,0,2.0,3
103069,Cash loans,F,N,Y,No child,180000.0,1325475.0,54832.5,1125000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Not Married,Owner,0.04622,0,0,0,1.0,1
103070,Revolving loans,M,Y,Y,No child,225000.0,450000.0,22500.0,450000.0,Family,Commercial associate,Higher education,Married,Owner,0.026392,1,0,1,2.0,2
103071,Cash loans,F,N,Y,No child,90000.0,504000.0,16389.0,504000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Not Married,Owner,0.0145199999999999,1,0,0,1.0,2
103072,Cash loans,F,Y,Y,No child,90000.0,624289.5,27630.0,558000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.028663,0,0,1,2.0,2
103073,Cash loans,M,Y,Y,No child,94500.0,207000.0,7933.5,207000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.00702,1,0,0,2.0,2
103074,Cash loans,M,N,Y,One child,337500.0,497520.0,36054.0,450000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Separated,Owner,0.00823,1,0,0,2.0,2
103075,Cash loans,F,N,Y,No child,166500.0,682875.0,27940.5,589500.0,Unaccompanied,Commercial associate,Incomplete higher,Married,Owner,0.0066709999999999,1,0,0,2.0,2
103076,Cash loans,F,N,Y,One child,121500.0,675000.0,21906.0,675000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Not Married,Owner,0.028663,1,0,0,2.0,2
103077,Cash loans,F,N,Y,> Three children,157500.0,582804.0,31747.5,463500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.009175,1,0,1,5.0,2
103079,Cash loans,F,Y,Y,No child,135000.0,450000.0,24543.0,450000.0,Unaccompanied,Private worker,Higher education,Not Married,Owner,0.028663,1,0,0,1.0,2
103080,Cash loans,F,N,N,No child,202500.0,985747.5,44545.5,796500.0,Family,Private worker,Lower Secondary & Secondary,Married,No or low rent,0.006207,1,1,1,2.0,2
103081,Cash loans,F,Y,Y,No child,405000.0,1928304.0,79708.5,1800000.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.0196889999999999,1,0,0,2.0,2
103082,Cash loans,F,N,Y,One child,67500.0,170640.0,11236.5,135000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,No or low rent,0.01885,1,0,0,3.0,2
103084,Cash loans,M,Y,N,No child,450000.0,1800000.0,49500.0,1800000.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.04622,1,0,0,2.0,1
103085,Cash loans,M,Y,Y,One child,391500.0,808650.0,26217.0,675000.0,Unaccompanied,Public worker,Lower Secondary & Secondary,Not Married,Owner,0.006629,1,1,0,2.0,2
103086,Cash loans,M,Y,Y,No child,315000.0,900000.0,29034.0,900000.0,Unaccompanied,Private worker,Incomplete higher,Married,Owner,0.032561,1,0,1,2.0,1
103087,Cash loans,M,N,N,No child,180000.0,254700.0,30226.5,225000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Tenant,0.009549,1,0,0,2.0,2
103088,Cash loans,F,N,Y,No child,180000.0,1288350.0,37800.0,1125000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Not Married,Owner,0.006629,0,0,0,1.0,2
103089,Cash loans,M,Y,Y,Two children,77625.0,312768.0,17095.5,270000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.0038179999999999,1,1,1,4.0,2
103090,Cash loans,F,Y,N,> Three children,135000.0,450000.0,35685.0,450000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,No or low rent,0.035792,1,0,0,5.0,2
103091,Cash loans,F,N,Y,No child,99000.0,417024.0,18499.5,360000.0,Family,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Not Married,Owner,0.04622,0,0,0,1.0,1
103093,Cash loans,M,Y,N,No child,360000.0,728460.0,37134.0,675000.0,Unaccompanied,Public worker,Higher education,Married,No or low rent,0.018801,1,0,1,2.0,2
103094,Cash loans,F,Y,Y,Two children,108000.0,900000.0,23872.5,900000.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.015221,1,0,0,4.0,2
103095,Revolving loans,M,N,N,No child,180000.0,270000.0,13500.0,270000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.00496,1,0,0,2.0,2
103098,Cash loans,F,Y,Y,Two children,180000.0,225000.0,24003.0,225000.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.04622,1,0,0,4.0,1
103099,Cash loans,F,N,Y,No child,202500.0,569398.5,36517.5,486000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Widow,Owner,0.018029,1,0,0,1.0,3
103100,Cash loans,F,N,N,No child,81000.0,814041.0,26257.5,679500.0,Family,Private worker,Lower Secondary & Secondary,Married,Owner,0.018801,1,0,1,2.0,2
103101,Cash loans,M,N,Y,No child,121500.0,1042560.0,34587.0,900000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.006207,1,0,0,2.0,2
103103,Cash loans,F,N,Y,One child,171000.0,343800.0,16852.5,225000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.0096569999999999,1,0,0,3.0,2
103104,Cash loans,M,N,Y,One child,108000.0,225000.0,13594.5,225000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.035792,1,1,0,3.0,2
103105,Cash loans,M,Y,N,No child,54000.0,436032.0,16564.5,360000.0,Family,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,No or low rent,0.031329,0,0,0,2.0,2
103106,Cash loans,F,N,Y,One child,81000.0,225000.0,16501.5,225000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.0116569999999999,1,1,1,3.0,1
103107,Cash loans,F,N,Y,> Three children,162000.0,207306.0,9261.0,148500.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.035792,1,0,1,5.0,2
103108,Cash loans,M,Y,N,No child,180000.0,1436850.0,42142.5,1125000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.020713,1,0,0,2.0,3
103109,Cash loans,F,N,Y,No child,427500.0,1350000.0,53671.5,1350000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.018634,1,0,0,2.0,2
103110,Cash loans,F,N,N,No child,270000.0,675000.0,53329.5,675000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Not Married,Owner,0.032561,1,0,1,1.0,1
103111,Cash loans,M,N,Y,No child,54000.0,284400.0,16011.0,225000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.018029,0,0,0,2.0,3
103113,Revolving loans,M,Y,N,> Three children,45000.0,180000.0,9000.0,180000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.01885,1,1,1,6.0,2
103114,Cash loans,F,N,Y,No child,180000.0,1252363.5,51007.5,1152000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.04622,1,0,0,2.0,1
103115,Cash loans,M,N,N,No child,135000.0,101880.0,10206.0,90000.0,Unaccompanied,Private worker,Incomplete higher,Not Married,No or low rent,0.019101,1,0,0,1.0,2
103116,Revolving loans,F,N,Y,One child,45000.0,382500.0,19125.0,382500.0,Family,Private worker,Lower Secondary & Secondary,Married,Owner,0.020246,1,0,1,3.0,3
103117,Cash loans,F,N,Y,No child,67500.0,283419.0,10813.5,234000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Widow,Owner,0.006207,0,0,0,1.0,2
103118,Cash loans,F,N,Y,No child,49500.0,450000.0,22018.5,450000.0,Family,Private worker,Lower Secondary & Secondary,Married,Owner,0.010276,1,1,1,2.0,2
103119,Cash loans,M,Y,N,One child,225000.0,900000.0,45954.0,900000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.018029,1,1,0,3.0,3
103120,Cash loans,F,N,N,No child,90000.0,284400.0,13257.0,225000.0,Family,Private worker,Lower Secondary & Secondary,Married,Owner,0.035792,1,0,0,2.0,2
103121,Cash loans,F,N,N,One child,135000.0,497520.0,33376.5,450000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.01885,1,0,0,3.0,2
103122,Cash loans,F,N,Y,No child,108000.0,454500.0,19386.0,454500.0,Family,Private worker,Lower Secondary & Secondary,Not Married,Owner,0.015221,1,0,1,1.0,2
103123,Cash loans,M,Y,N,One child,90000.0,412942.5,27724.5,373500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Not Married,Owner,0.030755,1,0,0,2.0,2
103124,Cash loans,F,N,Y,No child,90000.0,566055.0,16681.5,472500.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Widow,Owner,0.00712,0,0,0,1.0,2
103125,Revolving loans,F,N,Y,No child,270000.0,337500.0,16875.0,337500.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Widow,Owner,0.032561,0,0,0,1.0,1
103126,Cash loans,F,N,Y,No child,90000.0,225000.0,22383.0,225000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.028663,0,0,0,2.0,2
103127,Cash loans,F,N,N,No child,135000.0,479700.0,49284.0,450000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.002042,1,1,0,2.0,3
103128,Cash loans,F,N,Y,No child,315000.0,206271.0,20092.5,193500.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.010556,0,0,0,2.0,3
103129,Cash loans,F,N,N,No child,292500.0,673875.0,18531.0,562500.0,Unaccompanied,Commercial associate,Higher education,Separated,Owner,0.032561,1,0,1,1.0,1
103130,Cash loans,F,N,Y,No child,112500.0,571446.0,16839.0,477000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.022625,1,0,0,2.0,2
103131,Cash loans,F,N,Y,Two children,112500.0,675000.0,36747.0,675000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.026392,1,0,0,4.0,2
103133,Cash loans,M,Y,N,One child,157500.0,274500.0,16807.5,274500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Separated,Owner,0.010966,1,0,0,2.0,2
103134,Revolving loans,M,N,Y,No child,112500.0,337500.0,16875.0,337500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.035792,1,0,0,2.0,2
103135,Cash loans,M,N,N,No child,112500.0,900000.0,38263.5,900000.0,Other,Private worker,Lower Secondary & Secondary,Married,Owner,0.026392,1,0,0,2.0,2
103136,Cash loans,M,Y,Y,No child,157500.0,652500.0,27558.0,652500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.015221,1,0,0,2.0,2
103137,Cash loans,F,N,Y,No child,225000.0,1546020.0,45333.0,1350000.0,Family,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.025164,1,0,0,2.0,2
103138,Cash loans,M,Y,Y,> Three children,112500.0,66222.0,7987.5,58500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.025164,1,0,0,5.0,2
103139,Cash loans,M,Y,Y,Two children,135000.0,224136.0,17707.5,198000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.00733,1,0,0,4.0,2
103140,Cash loans,F,Y,Y,One child,135000.0,942300.0,30528.0,675000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Widow,Owner,0.035792,1,0,0,2.0,2
103141,Cash loans,F,N,N,No child,180000.0,1288350.0,37669.5,1125000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Widow,Owner,0.008019,1,0,1,1.0,2
103142,Cash loans,F,N,Y,No child,112500.0,855000.0,30420.0,855000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.0066709999999999,1,1,1,2.0,2
103143,Cash loans,M,Y,Y,No child,418500.0,298512.0,31801.5,270000.0,Unaccompanied,Private worker,Higher education,Not Married,Owner,0.010643,1,0,0,1.0,2
103148,Cash loans,M,Y,Y,No child,180000.0,592560.0,31153.5,450000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.018801,1,0,0,2.0,2
103149,Cash loans,F,Y,Y,One child,157500.0,418500.0,20484.0,418500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Not Married,Owner,0.026392,1,0,1,2.0,2
103150,Cash loans,F,N,Y,No child,112500.0,247500.0,25488.0,247500.0,Unaccompanied,Pensioner/Student/Unemployed,Higher education,Married,Owner,0.028663,0,0,0,2.0,2
103151,Cash loans,M,Y,N,Two children,202500.0,1037128.5,56961.0,927000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,No or low rent,0.018801,1,0,0,4.0,2
103152,Cash loans,M,N,N,No child,180000.0,1507500.0,41584.5,1507500.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.028663,1,0,0,2.0,2
103153,Cash loans,F,N,Y,No child,157500.0,1096020.0,48406.5,900000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.00823,1,0,0,2.0,2
103154,Revolving loans,F,N,Y,Two children,121500.0,337500.0,16875.0,337500.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.04622,1,0,0,4.0,1
103155,Cash loans,F,N,Y,No child,76500.0,508495.5,20164.5,454500.0,Unaccompanied,Public worker,Lower Secondary & Secondary,Married,Owner,0.015221,1,1,1,2.0,2
103156,Cash loans,F,Y,N,No child,67500.0,157500.0,11331.0,157500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,No or low rent,0.019101,1,1,1,2.0,2
103157,Revolving loans,M,Y,Y,One child,180000.0,270000.0,13500.0,270000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.022625,1,1,0,3.0,2
103159,Cash loans,F,Y,Y,One child,103500.0,1467612.0,59904.0,1350000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.020246,1,0,0,3.0,3
103160,Cash loans,F,N,Y,One child,121500.0,1066320.0,38430.0,900000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.031329,1,0,0,3.0,2
103161,Cash loans,M,N,Y,No child,337500.0,755190.0,36328.5,675000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.00702,1,1,0,2.0,2
103162,Cash loans,F,N,N,No child,247675.5,1575000.0,41679.0,1575000.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.020713,1,1,0,2.0,3
103163,Cash loans,M,Y,N,Two children,171000.0,675000.0,32472.0,675000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.007305,1,1,1,4.0,3
103164,Cash loans,M,Y,N,No child,292500.0,370629.0,23814.0,306000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.006207,1,0,0,2.0,2
103165,Cash loans,F,Y,Y,No child,173250.0,906228.0,35937.0,810000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,No or low rent,0.072508,1,0,0,2.0,1
103166,Cash loans,M,N,Y,One child,202500.0,808650.0,31464.0,675000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.018634,1,1,1,3.0,2
103167,Cash loans,M,N,Y,No child,405000.0,733315.5,69754.5,679500.0,Unaccompanied,Commercial associate,Higher education,Not Married,No or low rent,0.032561,1,0,1,1.0,1
103168,Cash loans,M,Y,N,No child,382500.0,1096020.0,52857.0,900000.0,Unaccompanied,Commercial associate,Higher education,Married,Tenant,0.0116569999999999,1,1,1,2.0,1
103169,Cash loans,M,N,Y,No child,81000.0,629320.5,26793.0,508500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.00712,1,1,0,2.0,2
103170,Cash loans,F,N,Y,No child,202500.0,1218906.0,63243.0,1152000.0,Unaccompanied,Public worker,Higher education,Married,Owner,0.031329,1,0,0,2.0,2
103172,Cash loans,F,Y,N,Two children,270000.0,343800.0,10552.5,225000.0,Family,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.0196889999999999,1,0,0,4.0,2
103174,Cash loans,M,N,Y,No child,135000.0,276277.5,21825.0,238500.0,Family,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.035792,1,0,1,2.0,2
103175,Cash loans,M,Y,N,No child,135000.0,269550.0,16285.5,225000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.035792,1,1,0,2.0,2
103176,Cash loans,F,N,N,Two children,180000.0,640764.0,24957.0,459000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Separated,No or low rent,0.035792,1,0,0,3.0,2
103177,Cash loans,M,Y,Y,No child,337500.0,319981.5,17487.0,243000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.025164,1,0,0,2.0,2
103178,Cash loans,F,Y,N,One child,99000.0,1012500.0,37651.5,1012500.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.018209,1,1,0,3.0,3
103179,Revolving loans,M,Y,N,No child,135000.0,270000.0,13500.0,270000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.035792,1,0,0,2.0,2
103180,Cash loans,F,N,Y,No child,261000.0,1282500.0,48978.0,1282500.0,Unaccompanied,Public worker,Lower Secondary & Secondary,Married,Owner,0.002042,1,0,0,2.0,3
103181,Cash loans,F,N,Y,No child,157500.0,225000.0,15349.5,225000.0,Family,Private worker,Lower Secondary & Secondary,Married,Owner,0.026392,1,0,0,2.0,2
103182,Cash loans,M,N,Y,No child,247500.0,2250000.0,68350.5,2250000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.0096569999999999,0,0,0,2.0,2
103183,Cash loans,M,N,N,No child,157500.0,889515.0,25492.5,742500.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.008575,1,1,0,2.0,2
103185,Cash loans,F,N,Y,One child,202500.0,754740.0,24475.5,630000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.025164,1,0,0,3.0,2
103186,Cash loans,M,N,Y,No child,99000.0,168102.0,16753.5,148500.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.035792,1,0,0,2.0,2
103187,Cash loans,F,N,N,Two children,121500.0,473661.0,17986.5,333000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.004849,1,0,0,4.0,2
103188,Cash loans,F,N,Y,No child,103500.0,540000.0,21055.5,540000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Separated,Owner,0.0145199999999999,1,0,0,1.0,2
103189,Cash loans,M,N,Y,No child,225000.0,277969.5,15957.0,229500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Separated,Owner,0.00823,1,0,0,1.0,2
103190,Cash loans,F,N,Y,One child,315000.0,774000.0,39649.5,774000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Separated,No or low rent,0.072508,1,0,1,2.0,1
103191,Cash loans,F,N,Y,No child,270000.0,2250000.0,59355.0,2250000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.008625,0,0,0,2.0,2
103192,Cash loans,F,N,Y,Two children,112500.0,684657.0,22216.5,571500.0,Unaccompanied,Public worker,Higher education,Not Married,Owner,0.018029,1,0,0,3.0,3
103193,Cash loans,M,N,Y,No child,112500.0,177903.0,16447.5,148500.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.006629,1,0,0,2.0,2
103194,Cash loans,F,Y,Y,No child,202500.0,1185120.0,46251.0,900000.0,Unaccompanied,Commercial associate,Higher education,Not Married,Owner,0.02461,1,0,0,1.0,2
103197,Cash loans,F,N,N,No child,135000.0,545040.0,26640.0,450000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,No or low rent,0.019101,1,0,0,2.0,2
103198,Cash loans,F,N,Y,No child,85500.0,1118286.0,32827.5,976500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.010556,1,0,0,2.0,3
103199,Cash loans,F,N,Y,No child,157500.0,781920.0,25969.5,675000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.00963,0,0,1,2.0,2
103200,Cash loans,F,Y,N,No child,81000.0,547344.0,18216.0,472500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.031329,1,0,1,2.0,2
103201,Cash loans,M,N,Y,One child,180000.0,508495.5,21672.0,454500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.020246,1,0,0,3.0,3
103202,Cash loans,M,Y,Y,No child,112500.0,675000.0,21906.0,675000.0,Family,Private worker,Higher education,Married,Owner,0.018209,1,1,1,2.0,3
103203,Revolving loans,M,Y,Y,No child,180000.0,360000.0,18000.0,360000.0,Family,Private worker,Higher education,Married,Owner,0.00733,1,1,0,2.0,2
103204,Cash loans,F,N,Y,No child,135000.0,675000.0,40324.5,675000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Not Married,Owner,0.010032,1,0,1,1.0,2
103205,Cash loans,F,N,Y,No child,90000.0,495216.0,20169.0,427500.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Widow,Owner,0.032561,0,0,1,1.0,1
103207,Cash loans,M,Y,Y,One child,112500.0,448056.0,17019.0,315000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.00733,1,0,0,3.0,2
103208,Cash loans,M,Y,Y,No child,135000.0,1078200.0,31653.0,900000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Separated,Owner,0.007305,1,0,0,1.0,3
103209,Cash loans,M,N,N,No child,67500.0,284400.0,13387.5,225000.0,Family,Private worker,Lower Secondary & Secondary,Married,Owner,0.020246,1,0,0,2.0,3
103210,Cash loans,M,Y,Y,No child,157500.0,521280.0,23089.5,450000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.00712,1,1,1,2.0,2
103211,Cash loans,M,Y,Y,No child,112500.0,1288350.0,37800.0,1125000.0,Family,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.035792,0,0,1,2.0,2
103212,Revolving loans,F,N,N,One child,90000.0,225000.0,11250.0,225000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.010276,1,0,1,3.0,2
